 32 0.02249523065984249 0.002595154568552971 0.0006167579558677971 0.00073736667400226 0.0006587802199646831 0.0007032257271930575 0.0006342243868857622

 40 0.017589032649993896 0.0017795938765630126 0.0006838322733528912 0.000640333048067987 0.0006706691347062588 0.0007282582228071988 0.0006865900359116495

 60 0.014662913978099823 0.0011164345778524876 0.0007529929862357676 0.0007043012883514166 0.0007912007858976722 0.0006832332001067698 0.0007719831774011254

 80 0.012121536768972874 0.0011425763368606567 0.000795124564319849 0.00084178481483832 0.0007539447396993637 0.0007814504206180573 0.0007525085820816457

 100 0.010248039849102497 0.000928094086702913 0.0008342814398929477 0.0007826326764188707 0.0008672364638186991 0.0007511115982197225 0.0007709579076617956

 120 0.008321980945765972 0.0007582908147014678 0.0008635644917376339 0.0008745645172894001 0.0007961169467307627 0.0007697117980569601 0.0008216373389586806

 128 0.009065000340342522 0.0008239801973104477 0.00078041129745543 0.000848263967782259 0.0009358830284327269 0.0008697566809132695 0.0007718150154687464

