# snr lms-5 lms-31
-3.0 0.42688899999999996 0.49692675
0.0 0.2989717499999999 0.481998
3.0 0.18221374999999998 0.45959225000000004
6.0 0.0947405 0.4446
9.0 0.047128250000000003 0.43494625
12.0 0.028792750000000002 0.42887274999999997
15.0 0.022691250000000003 0.4259175
18.0 0.02040175 0.42579700000000004
21.0 0.018573250000000003 0.4246205
24.0 0.018391249999999998 0.42442575
27.0 0.017564750000000004 0.4242
30.0 0.0179125 0.42388475
